USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
Zeptimus#3359,missing user address,48.223836876298954,0.0,0.0,0.0,48.223836876298954
JessicaZartler#2263,0xb2821c0df0c414ff51d3e8033cba26df6aac587b,46.08614397695845,0.0,0.0,0.0,46.08614397695845
Kris#8703,0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,40.86765836974488,0.0,0.0,0.0,40.86765836974488
freshelle#9882,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,39.86168524064346,0.0,0.0,0.0,39.86168524064346
GideonRo#3175,missing user address,31.49953360498797,0.0,0.0,0.0,31.49953360498797
markop#2007,missing user address,29.361840705647474,0.0,0.0,0.0,29.361840705647474
missgene#7773,missing user address,27.224147806306974,0.0,0.0,0.0,27.224147806306974
thiago.rossi#1714,missing user address,25.14932822753531,0.0,0.0,0.0,25.14932822753531
captnseagraves#0891,missing user address,25.149328227535307,0.0,0.0,0.0,25.149328227535307
MS#4235,missing user address,25.149328227535307,0.0,0.0,0.0,25.149328227535307
heyjoe#7235,missing user address,23.074508648763647,0.0,0.0,0.0,23.074508648763647
tippi fifestarr#4225,missing user address,20.99968906999198,0.0,0.0,0.0,20.99968906999198
karmaticacid | AFK til Sept 12#1218,missing user address,18.86199617065148,0.0,0.0,0.0,18.86199617065148
Revathi#5324,missing user address,18.86199617065148,0.0,0.0,0.0,18.86199617065148
brokenreality#1419,missing user address,14.649483692539318,0.0,0.0,0.0,14.649483692539318
chuygarcia.eth#6692,0xb22981ba3fe1de2325935c91a3b717168fb86714,14.649483692539318,0.0,0.0,0.0,14.649483692539318
logonaut.eth#9437,0xb0ccf43ada6cbaa26dcf4907117b496d49f74242,12.574664113767655,0.0,0.0,0.0,12.574664113767655
MisterBoyfriend#7096,missing user address,12.574664113767655,0.0,0.0,0.0,12.574664113767655
shawn#7046,missing user address,12.574664113767655,0.0,0.0,0.0,12.574664113767655
Kojak#5611,0xe3181f4596509af72d684d89947df309f41f65ff,10.49984453499599,0.0,0.0,0.0,10.49984453499599
ALOYSIOUS#3049,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
Gregory | RND#1990,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
okiave#1328,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
mercedesrodsim#1317,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
alexsotodigital#7208,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
VSquared 🏴#4384,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
Paul in Albuquerque#4390,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
Nik#1078,missing user address,10.49984453499599,0.0,0.0,0.0,10.49984453499599
zero_2hero#1086,0x45e036da221032d814a8bf0ef46943f83e95b409,10.49984453499599,0.0,0.0,0.0,10.49984453499599
AmwFund#0979,0x536c7e8f18d09d04697e0d2624b44bba575388c2,6.287332056883828,0.0,0.0,0.0,6.287332056883828
AnnAnna#4694,0x9ef53569800e203c20200256cf134abc675bc8e1,6.287332056883828,0.0,0.0,0.0,6.287332056883828
sidcode#1729,missing user address,6.287332056883828,0.0,0.0,0.0,6.287332056883828
KZ Flyer#0926,0x343ef442add9bd565d51b606f444f9221ad0aeb6,6.287332056883828,0.0,0.0,0.0,6.287332056883828
mantis#6576,missing user address,6.287332056883828,0.0,0.0,0.0,6.287332056883828
BOILΞR(Chris)#8898,missing user address,6.287332056883828,0.0,0.0,0.0,6.287332056883828
anna-marie#8824,0x8041748a2a16e9b7a3980107f4376774421642c8,6.287332056883828,0.0,0.0,0.0,6.287332056883828
bitsikka#8855,missing user address,6.287332056883828,0.0,0.0,0.0,6.287332056883828
