0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,639.7769442678534,TRUST
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,521.5766052129688,TRUST
0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,476.8981563890655,TRUST
0xed23b82a6b1b0d2e75b87c01b0fdc7fcfb49f456,461.91513032422125,TRUST
0x5a227e2919a49f9d4698e9fd2b318efcd0f16bda,416.70909090909095,TRUST
0xd5288ed50a195017e5b30595f65091a7767817a4,337.7773468955287,TRUST
0xb760fe1bbc4a2752abcbb28291a57cb0ca99ff44,273.30832803560077,TRUST
0xa15150d172ba951b4e5a20b2ca3cc0cb0d77d125,271.79936427209157,TRUST
0xa32aecda752cf4ef89956e83d60c04835d4fa867,197.14939605848696,TRUST
0xe3181f4596509af72d684d89947df309f41f65ff,102.07374443738081,TRUST
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,94.85696122059758,TRUST
0x66d9dfddc3ad45d6383d5b9e9354f60bc9d16a8e,92.99809281627464,TRUST
0xb22981ba3fe1de2325935c91a3b717168fb86714,83.81309599491418,TRUST
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,79.986013986014,TRUST
0xb950e0e108546743af96eb493d4ff2abc63816db,78.40050858232676,TRUST
0x778549eb292ac98a96a05e122967f22efa003707,61.944055944055954,TRUST
0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,49.205340114431024,TRUST
0x536c7e8f18d09d04697e0d2624b44bba575388c2,45.43293070565798,TRUST
0x8041748a2a16e9b7a3980107f4376774421642c8,43.73808010171647,TRUST
0xd3e4edc665612758fdc307113a30b49efbacbb00,36.4666242848061,TRUST
0x194cf4b3027e17a1bdedd87c52ade2c5c5c19026,30.999364272091544,TRUST
0x5299c7d2b73b6a96231081dabfd54dfcc84fedeb,30.999364272091544,TRUST
0xb0ccf43ada6cbaa26dcf4907117b496d49f74242,9.677050222504768,TRUST
0x343ef442add9bd565d51b606f444f9221ad0aeb6,9.130324221233312,TRUST
0x9ef53569800e203c20200256cf134abc675bc8e1,5.467260012714559,TRUST
