USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
The Blockchain Socialist ⬛🟥⬛#5005,missing user address,52.92307692307692,0.0,0.0,0.0,52.92307692307692
Kris#8703,0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,49.205340114431024,0.0,0.0,0.0,49.205340114431024
markop#2007,missing user address,45.54227590591228,0.0,0.0,0.0,45.54227590591228
AmwFund#0979,0x536c7e8f18d09d04697e0d2624b44bba575388c2,45.43293070565798,0.0,0.0,0.0,45.43293070565798
anna-marie#8824,0x8041748a2a16e9b7a3980107f4376774421642c8,43.73808010171647,0.0,0.0,0.0,43.73808010171647
BOILΞR(Chris)#8898,missing user address,37.01335028607756,0.0,0.0,0.0,37.01335028607756
PôpLine#9450,0xd3e4edc665612758fdc307113a30b49efbacbb00,36.4666242848061,0.0,0.0,0.0,36.4666242848061
thiago.rossi#1714,missing user address,34.6624284806103,0.0,0.0,0.0,34.6624284806103
unquale#1948,missing user address,30.999364272091544,0.0,0.0,0.0,30.999364272091544
kamikazechaser#6855,0x194cf4b3027e17a1bdedd87c52ade2c5c5c19026,30.999364272091544,0.0,0.0,0.0,30.999364272091544
senryu#5767,0x5299c7d2b73b6a96231081dabfd54dfcc84fedeb,30.999364272091544,0.0,0.0,0.0,30.999364272091544
Praise#7460,missing user address,30.999364272091544,0.0,0.0,0.0,30.999364272091544
Jeremy&TheGospelOfChange#8201,missing user address,30.835346471710107,0.0,0.0,0.0,30.835346471710107
geleeroyale#3228,missing user address,29.140495867768596,0.0,0.0,0.0,29.140495867768596
mattia#4245,missing user address,29.140495867768596,0.0,0.0,0.0,29.140495867768596
kluless.eth#0013,missing user address,27.390972663699937,0.0,0.0,0.0,27.390972663699937
MartinB#6719,missing user address,25.532104259376986,0.0,0.0,0.0,25.532104259376986
bends#3537,missing user address,25.532104259376986,0.0,0.0,0.0,25.532104259376986
mercedesrodsim#1317,missing user address,22.306420851875398,0.0,0.0,0.0,22.306420851875398
Rohekbenitez#8753,missing user address,16.94850603941513,0.0,0.0,0.0,16.94850603941513
HBesso31🐙#4560,missing user address,16.401780038143674,0.0,0.0,0.0,16.401780038143674
haxelax#8585,missing user address,16.401780038143674,0.0,0.0,0.0,16.401780038143674
Nick FIORΞNZA#8698,missing user address,16.401780038143674,0.0,0.0,0.0,16.401780038143674
ygg_anderson#4998,missing user address,13.886840432294978,0.0,0.0,0.0,13.886840432294978
alpine.lines#3050,missing user address,12.73871582962492,0.0,0.0,0.0,12.73871582962492
jonathan.n#4234,missing user address,12.73871582962492,0.0,0.0,0.0,12.73871582962492
BiancaGadelha#2667,missing user address,10.934520025429117,0.0,0.0,0.0,10.934520025429117
Lin#3884,missing user address,10.934520025429117,0.0,0.0,0.0,10.934520025429117
logonaut.eth#9437,0xb0ccf43ada6cbaa26dcf4907117b496d49f74242,9.677050222504768,0.0,0.0,0.0,9.677050222504768
Mert Ozd#6679,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
alexsotodigital#7208,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
ALOYSIOUS#3049,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
Cryptainist#8427,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
antonio_paglino#7187,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
irenioskamoska#7519,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
bitsikka#8855,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
MetaMaximus#9821,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
KZ Flyer#0926,0x343ef442add9bd565d51b606f444f9221ad0aeb6,9.130324221233312,0.0,0.0,0.0,9.130324221233312
Pat ✨#3662,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
Will | Regen Foundation#6405,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
wslyvh#1059,missing user address,9.130324221233312,0.0,0.0,0.0,9.130324221233312
Shaun#4583,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
AnnAnna#4694,0x9ef53569800e203c20200256cf134abc675bc8e1,5.467260012714559,0.0,0.0,0.0,5.467260012714559
GideonRo#3175,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
ZER8🧠#9093,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
Block Enthusiast#4019,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
Rodricast#1415,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
sohto#7500,missing user address,5.467260012714559,0.0,0.0,0.0,5.467260012714559
