0x5a227e2919a49f9d4698e9fd2b318efcd0f16bda,263.8138723280501,TEC
0xd5288ed50a195017e5b30595f65091a7767817a4,232.45641267994768,TEC
0xb0ccf43ada6cbaa26dcf4907117b496d49f74242,146.1365784499055,TEC
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,22.436200378071838,TEC
0xa15150d172ba951b4e5a20b2ca3cc0cb0d77d125,15.076923076923078,TEC
0xed23b82a6b1b0d2e75b87c01b0fdc7fcfb49f456,14.0,TEC
0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,8.615384615384617,TEC
0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,8.615384615384617,TEC
0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,3.75,TEC
0xa32aecda752cf4ef89956e83d60c04835d4fa867,3.75,TEC
0x00d18ca9782be1caef611017c2fbc1a39779a57c,3.75,TEC
0xf9c171fb0480fac34289cc5791519fec1d7978c3,3.75,TEC
0xb22981ba3fe1de2325935c91a3b717168fb86714,3.75,TEC
0xdd505da2e2a8017f38a715948c6b6a2922ba27f0,3.75,TEC
0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,3.75,TEC
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,3.75,TEC
